,Date,Q-P1,Q-P2,Q-P3,Q-P4,S-P1,S-P2,S-P3,S-P4
347,27-05-2011,7152,2086,5467,685,22671.84,13225.24,29631.14,4884.05
348,28-05-2011,5973,1952,3088,1415,18934.41,12375.68,16736.96,10088.95
349,29-05-2011,7138,2891,2414,375,22627.46,18328.94,13083.88,2673.75
350,30-05-2011,4139,311,5433,345,13120.63,1971.74,29446.86,2459.85
351,31-05-2011,1507,2980,3816,1202,4777.19,18893.2,20682.72,8570.26
352,01-06-2011,756,318,5439,305,2396.52,2016.12,29479.38,2174.65
353,02-06-2011,2661,3781,4460,405,8435.37,23971.54,24173.2,2887.65
354,03-06-2011,4612,398,3706,472,14620.04,2523.32,20086.52,3365.36
355,04-06-2011,6640,593,3278,1237,21048.8,3759.62,17766.76,8819.81
356,05-06-2011,2652,1381,5383,855,8406.84,8755.54,29175.86,6096.15
357,06-06-2011,1060,916,3332,1535,3360.2,5807.44,18059.44,10944.55
358,07-06-2011,6880,1300,3782,1091,21809.6,8242,20498.44,7778.83
359,08-06-2011,2472,3649,5327,1231,7836.24,23134.66,28872.34,8777.03
360,09-06-2011,3282,3958,3307,472,10403.94,25093.72,17923.94,3365.36
361,10-06-2011,7850,2368,4883,578,24884.5,15013.12,26465.86,4121.14
362,11-06-2011,4409,1096,1356,1462,13976.53,6948.64,7349.52,10424.06
363,12-06-2011,1439,3776,4217,1360,4561.63,23939.84,22856.14,9696.8
364,13-06-2011,5711,3887,4932,1935,18103.87,24643.58,26731.44,13796.55
365,14-06-2011,5961,3015,4715,1393,18896.37,19115.1,25555.3,9932.09
366,15-06-2011,4885,2258,3165,1933,15485.45,14315.72,17154.3,13782.29
367,16-06-2011,6917,1940,4710,1198,21926.89,12299.6,25528.2,8541.74
368,17-06-2011,2478,3308,2748,451,7855.26,20972.72,14894.16,3215.63
369,18-06-2011,3026,1129,261,1336,9592.42,7157.86,1414.62,9525.68
370,19-06-2011,7802,840,435,1277,24732.34,5325.6,2357.7,9105.01
371,20-06-2011,1907,1072,4624,966,6045.19,6796.48,25062.08,6887.58
372,21-06-2011,6932,2542,4191,1948,21974.44,16116.28,22715.22,13889.24
373,22-06-2011,7805,2020,2918,1548,24741.85,12806.8,15815.56,11037.24
374,23-06-2011,759,3970,520,1638,2406.03,25169.8,2818.4,11678.94
375,24-06-2011,5213,3331,2791,1007,16525.21,21118.54,15127.22,7179.91
376,25-06-2011,7671,2428,4877,1419,24317.07,15393.52,26433.34,10117.47
377,26-06-2011,1710,431,3260,1690,5420.7,2732.54,17669.2,12049.7
378,27-06-2011,5788,3597,3968,1408,18347.96,22804.98,21506.56,10039.04
379,28-06-2011,1135,1102,3396,1519,3597.95,6986.68,18406.32,10830.47
380,29-06-2011,7543,1218,3220,1874,23911.31,7722.12,17452.4,13361.62
381,30-06-2011,7938,1335,1753,1469,25163.46,8463.9,9501.26,10473.97
382,01-07-2011,6368,1151,2366,1261,20186.56,7297.34,12823.72,8990.93
383,02-07-2011,4910,3445,3486,1448,15564.7,21841.3,18894.12,10324.24
384,03-07-2011,1651,2725,4301,1183,5233.67,17276.5,23311.42,8434.79
385,04-07-2011,3548,641,3359,1739,11247.16,4063.94,18205.78,12399.07
386,05-07-2011,1634,2913,2387,782,5179.78,18468.42,12937.54,5575.66
387,06-07-2011,2689,3408,5663,1183,8524.13,21606.72,30693.46,8434.79
388,07-07-2011,3968,3967,1895,322,12578.56,25150.78,10270.9,2295.86
389,08-07-2011,5771,313,658,1939,18294.07,1984.42,3566.36,13825.07
390,09-07-2011,6356,2971,4542,923,20148.52,18836.14,24617.64,6580.99
391,10-07-2011,6660,3277,2110,623,21112.2,20776.18,11436.2,4441.99
392,11-07-2011,2486,1046,5287,965,7880.62,6631.64,28655.54,6880.45
393,12-07-2011,1143,1923,2862,1868,3623.31,12191.82,15512.04,13318.84
394,13-07-2011,2712,1437,2764,1397,8597.04,9110.58,14980.88,9960.61
395,14-07-2011,3721,1109,1746,580,11795.57,7031.06,9463.32,4135.4
396,15-07-2011,2546,3402,3411,1417,8070.82,21568.68,18487.62,10103.21
397,16-07-2011,895,1686,4822,1983,2837.15,10689.24,26135.24,14138.79
398,17-07-2011,7718,463,2498,1658,24466.06,2935.42,13539.16,11821.54
399,18-07-2011,7149,1302,2350,953,22662.33,8254.68,12737,6794.89
400,19-07-2011,1566,1307,1597,359,4964.22,8286.38,8655.74,2559.67
401,20-07-2011,1955,3318,2163,356,6197.35,21036.12,11723.46,2538.28
402,21-07-2011,6015,3992,671,748,19067.55,25309.28,3636.82,5333.24
403,22-07-2011,3545,1125,424,514,11237.65,7132.5,2298.08,3664.82
404,23-07-2011,6333,1417,861,374,20075.61,8983.78,4666.62,2666.62
405,24-07-2011,1159,1596,2510,1117,3674.03,10118.64,13604.2,7964.21
406,25-07-2011,5533,790,3008,1370,17539.61,5008.6,16303.36,9768.1
407,26-07-2011,2394,2624,3755,301,7588.98,16636.16,20352.1,2146.13
408,27-07-2011,942,1449,5184,1013,2986.14,9186.66,28097.28,7222.69
409,28-07-2011,974,1473,3836,882,3087.58,9338.82,20791.12,6288.66
410,29-07-2011,2393,1391,5966,1581,7585.81,8818.94,32335.72,11272.53
411,30-07-2011,1927,3719,5941,744,6108.59,23578.46,32200.22,5304.72
412,31-07-2011,4336,744,4717,667,13745.12,4716.96,25566.14,4755.71
413,01-08-2011,881,2083,4275,1395,2792.77,13206.22,23170.5,9946.35
414,02-08-2011,377,1438,4673,650,1195.09,9116.92,25327.66,4634.5
415,03-08-2011,4744,2578,5135,1093,15038.48,16344.52,27831.7,7793.09
416,04-08-2011,7518,3866,3513,1566,23832.06,24510.44,19040.46,11165.58
417,05-08-2011,3810,3660,3613,646,12077.7,23204.4,19582.46,4605.98
418,06-08-2011,2006,3021,723,1599,6359.02,19153.14,3918.66,11400.87
419,07-08-2011,7996,2672,3317,1163,25347.32,16940.48,17978.14,8292.19
420,08-08-2011,4517,3855,2217,1318,14318.89,24440.7,12016.14,9397.34
421,09-08-2011,6869,3710,385,1470,21774.73,23521.4,2086.7,10481.1
422,10-08-2011,4213,2039,4267,885,13355.21,12927.26,23127.14,6310.05
423,11-08-2011,1626,261,4407,1308,5154.42,1654.74,23885.94,9326.04
424,12-08-2011,6939,3374,5423,1719,21996.63,21391.16,29392.66,12256.47
425,13-08-2011,2697,2842,256,1594,8549.49,18018.28,1387.52,11365.22
426,14-08-2011,3621,3869,4746,799,11478.57,24529.46,25723.32,5696.87
427,15-08-2011,6487,358,4249,302,20563.79,2269.72,23029.58,2153.26
428,16-08-2011,569,1323,928,279,1803.73,8387.82,5029.76,1989.27
429,17-08-2011,5181,3587,1723,830,16423.77,22741.58,9338.66,5917.9
430,18-08-2011,4625,2790,2968,722,14661.25,17688.6,16086.56,5147.86
431,19-08-2011,3560,3584,908,1278,11285.2,22722.56,4921.36,9112.14
432,20-08-2011,1159,308,3551,376,3674.03,1952.72,19246.42,2680.88
433,21-08-2011,6072,3939,798,608,19248.24,24973.26,4325.16,4335.04
434,22-08-2011,4345,1739,4614,356,13773.65,11025.26,25007.88,2538.28
435,23-08-2011,4532,1526,3813,934,14366.44,9674.84,20666.46,6659.42
436,24-08-2011,781,2871,2509,252,2475.77,18202.14,13598.78,1796.76
437,25-08-2011,1763,3022,2505,1764,5588.71,19159.48,13577.1,12577.32
438,26-08-2011,4914,1502,5703,1029,15577.38,9522.68,30910.26,7336.77
439,27-08-2011,3758,2253,2487,1905,11912.86,14284.02,13479.54,13582.65
440,28-08-2011,762,2386,2383,1619,2415.54,15127.24,12915.86,11543.47
441,29-08-2011,3288,1660,2464,635,10422.96,10524.4,13354.88,4527.55
442,31-08-2011,4548,1484,1596,1974,14417.16,9408.56,8650.32,14074.62
443,01-09-2011,3894,1176,1942,999,12343.98,7455.84,10525.64,7122.87
444,02-09-2011,2407,2033,3516,411,7630.19,12889.22,19056.72,2930.43
445,03-09-2011,7323,2031,2960,1909,23213.91,12876.54,16043.2,13611.17
446,04-09-2011,4013,1595,4656,1245,12721.21,10112.3,25235.52,8876.85
447,05-09-2011,6646,2125,1835,1588,21067.82,13472.5,9945.7,11322.44
448,06-09-2011,4900,478,5455,812,15533,3030.52,29566.1,5789.56
449,07-09-2011,570,2724,2303,1659,1806.9,17270.16,12482.26,11828.67
450,08-09-2011,5865,3959,1955,2000,18592.05,25100.06,10596.1,14260
451,09-09-2011,2088,2057,1021,1877,6618.96,13041.38,5533.82,13383.01
452,10-09-2011,828,1422,2330,385,2624.76,9015.48,12628.6,2745.05
453,11-09-2011,2908,1678,2921,791,9218.36,10638.52,15831.82,5639.83
454,12-09-2011,3307,3156,3783,962,10483.19,20009.04,20503.86,6859.06
455,13-09-2011,2533,1559,2148,1305,8029.61,9884.06,11642.16,9304.65
456,14-09-2011,2006,2199,1418,787,6359.02,13941.66,7685.56,5611.31
457,15-09-2011,3149,3848,4622,1556,9982.33,24396.32,25051.24,11094.28
458,16-09-2011,5173,536,2314,1084,16398.41,3398.24,12541.88,7728.92
459,17-09-2011,6945,452,4074,1685,22015.65,2865.68,22081.08,12014.05
460,18-09-2011,5517,554,402,1496,17488.89,3512.36,2178.84,10666.48
461,19-09-2011,7286,658,3074,1787,23096.62,4171.72,16661.08,12741.31
462,20-09-2011,1060,298,3553,359,3360.2,1889.32,19257.26,2559.67
463,21-09-2011,4574,1277,5612,1982,14499.58,8096.18,30417.04,14131.66
464,22-09-2011,6976,824,946,1860,22113.92,5224.16,5127.32,13261.8
465,23-09-2011,6260,680,4201,883,19844.2,4311.2,22769.42,6295.79
466,24-09-2011,2739,1893,5435,1152,8682.63,12001.62,29457.7,8213.76
467,25-09-2011,4962,657,5358,1011,15729.54,4165.38,29040.36,7208.43
468,26-09-2011,6734,3868,4565,739,21346.78,24523.12,24742.3,5269.07
469,27-09-2011,2206,3056,3219,1095,6993.02,19375.04,17446.98,7807.35
470,28-09-2011,3293,451,4815,1574,10438.81,2859.34,26097.3,11222.62
471,29-09-2011,6354,2249,1182,1463,20142.18,14258.66,6406.44,10431.19
472,30-09-2011,4479,2899,370,1132,14198.43,18379.66,2005.4,8071.16
473,31-9-2011,2242,401,5926,789,7107.14,2542.34,32118.92,5625.57
474,01-10-2011,4446,2415,909,710,14093.82,15311.1,4926.78,5062.3
475,02-10-2011,2223,2722,4367,876,7046.91,17257.48,23669.14,6245.88
476,03-10-2011,6148,3008,3496,421,19489.16,19070.72,18948.32,3001.73
477,04-10-2011,4169,547,2103,1303,13215.73,3467.98,11398.26,9290.39
478,05-10-2011,973,415,1371,1215,3084.41,2631.1,7430.82,8662.95
479,06-10-2011,6945,1183,5025,1018,22015.65,7500.22,27235.5,7258.34
480,07-10-2011,4838,2021,4597,850,15336.46,12813.14,24915.74,6060.5
481,08-10-2011,5842,2736,2043,1428,18519.14,17346.24,11073.06,10181.64
482,09-10-2011,4432,3386,2730,788,14049.44,21467.24,14796.6,5618.44
483,10-10-2011,913,2127,2791,1959,2894.21,13485.18,15127.22,13967.67
484,11-10-2011,4887,2621,4349,1627,15491.79,16617.14,23571.58,11600.51
485,12-10-2011,3765,2648,435,833,11935.05,16788.32,2357.7,5939.29
486,13-10-2011,7587,2626,717,965,24050.79,16648.84,3886.14,6880.45
487,14-10-2011,6886,1309,3945,1280,21828.62,8299.06,21381.9,9126.4
488,15-10-2011,6268,1327,1552,1022,19869.56,8413.18,8411.84,7286.86
489,16-10-2011,538,958,300,767,1705.46,6073.72,1626,5468.71
490,17-10-2011,5751,876,318,1185,18230.67,5553.84,1723.56,8449.05
491,18-10-2011,3444,938,1142,1590,10917.48,5946.92,6189.64,11336.7
492,19-10-2011,1775,3210,4205,1475,5626.75,20351.4,22791.1,10516.75
493,20-10-2011,7874,3195,4726,1701,24960.58,20256.3,25614.92,12128.13
494,21-10-2011,1023,2541,2442,653,3242.91,16109.94,13235.64,4655.89
495,22-10-2011,920,825,4619,1876,2916.4,5230.5,25034.98,13375.88
496,23-10-2011,5950,1989,4337,685,18861.5,12610.26,23506.54,4884.05
497,24-10-2011,4290,1761,4022,1311,13599.3,11164.74,21799.24,9347.43
498,25-10-2011,3525,583,4427,1195,11174.25,3696.22,23994.34,8520.35
499,26-10-2011,6179,2933,600,748,19587.43,18595.22,3252,5333.24
500,27-10-2011,7806,1309,2961,1896,24745.02,8299.06,16048.62,13518.48
501,28-10-2011,4256,2133,4999,313,13491.52,13523.22,27094.58,2231.69
502,29-10-2011,272,381,5848,443,862.24,2415.54,31696.16,3158.59
503,30-10-2011,4954,2227,1375,1874,15704.18,14119.18,7452.5,13361.62
504,01-11-2011,6045,1066,3567,1956,19162.65,6758.44,19333.14,13946.28
505,02-11-2011,3828,843,5711,787,12134.76,5344.62,30953.62,5611.31
506,03-11-2011,408,1468,653,1029,1293.36,9307.12,3539.26,7336.77
507,04-11-2011,3009,2691,422,1209,9538.53,17060.94,2287.24,8620.17
508,05-11-2011,6034,1156,1667,1162,19127.78,7329.04,9035.14,8285.06
509,06-11-2011,5920,2458,3343,997,18766.4,15583.72,18119.06,7108.61
510,07-11-2011,3453,641,4602,490,10946.01,4063.94,24942.84,3493.7
511,08-11-2011,4159,636,4133,1647,13184.03,4032.24,22400.86,11743.11
512,09-11-2011,5149,2704,1052,1400,16322.33,17143.36,5701.84,9982
513,10-11-2011,6538,3994,781,684,20725.46,25321.96,4233.02,4876.92
514,11-11-2011,2924,1779,4618,833,9269.08,11278.86,25029.56,5939.29
515,12-11-2011,7315,2152,2191,1750,23188.55,13643.68,11875.22,12477.5
516,13-11-2011,1944,867,806,1566,6162.48,5496.78,4368.52,11165.58
517,14-11-2011,3204,3748,1413,513,10156.68,23762.32,7658.46,3657.69
518,15-11-2011,352,1678,4996,1195,1115.84,10638.52,27078.32,8520.35
519,16-11-2011,6659,2614,2739,539,21109.03,16572.76,14845.38,3843.07
520,17-11-2011,1891,2797,1348,848,5994.47,17732.98,7306.16,6046.24
521,18-11-2011,5329,1500,921,608,16892.93,9510,4991.82,4335.04
522,19-11-2011,4246,2283,4580,930,13459.82,14474.22,24823.6,6630.9
523,20-11-2011,4858,1380,5298,1579,15399.86,8749.2,28715.16,11258.27
524,21-11-2011,3601,1391,5394,685,11415.17,8818.94,29235.48,4884.05
525,22-11-2011,331,706,971,1747,1049.27,4476.04,5262.82,12456.11
526,23-11-2011,800,2981,1059,1221,2536,18899.54,5739.78,8705.73
527,24-11-2011,4043,3560,3609,1556,12816.31,22570.4,19560.78,11094.28
528,25-11-2011,1626,2586,5137,419,5154.42,16395.24,27842.54,2987.47
529,26-11-2011,6068,318,1016,1108,19235.56,2016.12,5506.72,7900.04
530,27-11-2011,1695,3991,5861,1941,5373.15,25302.94,31766.62,13839.33
531,28-11-2011,5078,1117,5877,642,16097.26,7081.78,31853.34,4577.46
532,29-11-2011,4860,2740,1815,707,15406.2,17371.6,9837.3,5040.91
533,30-11-2011,5697,2447,1748,524,18059.49,15513.98,9474.16,3736.12
534,31-11-2011,325,3476,4588,1771,1030.25,22037.84,24866.96,12627.23
535,01-12-2011,4718,3906,4908,689,14956.06,24764.04,26601.36,4912.57
536,02-12-2011,7495,991,5875,1253,23759.15,6282.94,31842.5,8933.89
537,03-12-2011,2179,1109,436,1228,6907.43,7031.06,2363.12,8755.64
538,04-12-2011,1829,320,4745,1654,5797.93,2028.8,25717.9,11793.02
539,05-12-2011,7840,1224,1456,838,24852.8,7760.16,7891.52,5974.94
540,06-12-2011,7416,2440,2323,622,23508.72,15469.6,12590.66,4434.86
541,07-12-2011,4940,1710,2477,1397,15659.8,10841.4,13425.34,9960.61
542,08-12-2011,5349,1475,4706,1737,16956.33,9351.5,25506.52,12384.81
543,09-12-2011,1671,824,2998,646,5297.07,5224.16,16249.16,4605.98
544,10-12-2011,4856,2098,1825,1777,15393.52,13301.32,9891.5,12670.01
545,11-12-2011,3745,3029,4035,718,11871.65,19203.86,21869.7,5119.34
546,12-12-2011,7639,2698,5939,1417,24215.63,17105.32,32189.38,10103.21
547,13-12-2011,1330,1080,5382,843,4216.1,6847.2,29170.44,6010.59
548,14-12-2011,3301,2631,3956,1091,10464.17,16680.54,21441.52,7778.83
549,15-12-2011,7302,2015,3257,565,23147.34,12775.1,17652.94,4028.45
550,16-12-2011,4047,3523,4391,1556,12828.99,22335.82,23799.22,11094.28
551,17-12-2011,3427,1016,4341,1488,10863.59,6441.44,23528.22,10609.44
552,18-12-2011,6587,2516,5399,1002,20880.79,15951.44,29262.58,7144.26
553,19-12-2011,4594,480,4663,387,14562.98,3043.2,25273.46,2759.31
554,20-12-2011,1122,683,5996,1229,3556.74,4330.22,32498.32,8762.77
555,21-12-2011,2199,1067,3832,1846,6970.83,6764.78,20769.44,13161.98
556,22-12-2011,1602,3549,2513,1963,5078.34,22500.66,13620.46,13996.19
557,23-12-2011,467,1052,3673,1748,1480.39,6669.68,19907.66,12463.24
558,24-12-2011,7289,2475,5561,1259,23106.13,15691.5,30140.62,8976.67
559,25-12-2011,6624,2497,496,589,20998.08,15830.98,2688.32,4199.57
560,26-12-2011,6261,3129,3817,439,19847.37,19837.86,20688.14,3130.07
561,27-12-2011,754,1373,4419,513,2390.18,8704.82,23950.98,3657.69
562,28-12-2011,3961,1725,1046,1425,12556.37,10936.5,5669.32,10160.25
563,29-12-2011,4534,1081,4677,1229,14372.78,6853.54,25349.34,8762.77
564,30-12-2011,5799,2555,2348,1842,18382.83,16198.7,12726.16,13133.46
565,01-01-2012,4509,2807,4654,1532,14293.53,17796.38,25224.68,10923.16
566,02-01-2012,4812,1085,5234,1706,15254.04,6878.9,28368.28,12163.78
567,03-01-2012,6273,3917,4132,1284,19885.41,24833.78,22395.44,9154.92
568,04-01-2012,3508,1432,3428,786,11120.36,9078.88,18579.76,5604.18
569,05-01-2012,2904,2928,5457,1620,9205.68,18563.52,29576.94,11550.6
570,06-01-2012,430,3180,2879,900,1363.1,20161.2,15604.18,6417
571,07-01-2012,878,3222,4327,857,2783.26,20427.48,23452.34,6110.41
572,08-01-2012,4280,3179,5966,836,13567.6,20154.86,32335.72,5960.68
573,09-01-2012,6105,1528,569,387,19352.85,9687.52,3083.98,2759.31
574,10-01-2012,7898,1995,4424,1270,25036.66,12648.3,23978.08,9055.1
575,11-01-2012,7028,2044,1789,1689,22278.76,12958.96,9696.38,12042.57
576,12-01-2012,7482,1572,1647,1483,23717.94,9966.48,8926.74,10573.79
577,13-01-2012,5751,2376,282,1669,18230.67,15063.84,1528.44,11899.97
578,14-01-2012,4345,534,3409,1738,13773.65,3385.56,18476.78,12391.94
579,15-01-2012,3301,2169,1336,1104,10464.17,13751.46,7241.12,7871.52
580,16-01-2012,2341,3573,2447,1309,7420.97,22652.82,13262.74,9333.17
581,17-01-2012,3725,1870,1253,645,11808.25,11855.8,6791.26,4598.85
582,18-01-2012,3256,2761,1634,1936,10321.52,17504.74,8856.28,13803.68
583,19-01-2012,7583,1825,1555,637,24038.11,11570.5,8428.1,4541.81
584,20-01-2012,7990,376,1367,1526,25328.3,2383.84,7409.14,10880.38
585,21-01-2012,1930,3066,609,1024,6118.1,19438.44,3300.78,7301.12
586,22-01-2012,3659,496,2667,907,11599.03,3144.64,14455.14,6466.91
587,23-01-2012,759,3005,4562,1796,2406.03,19051.7,24726.04,12805.48
588,24-01-2012,5918,2006,844,1289,18760.06,12718.04,4574.48,9190.57
589,25-01-2012,5315,3982,3185,934,16848.55,25245.88,17262.7,6659.42
590,26-01-2012,5413,847,5145,1907,17159.21,5369.98,27885.9,13596.91
591,27-01-2012,7335,261,4152,627,23251.95,1654.74,22503.84,4470.51
592,28-01-2012,5146,3705,3047,1045,16312.82,23489.7,16514.74,7450.85
593,29-01-2012,5013,3898,1192,1767,15891.21,24713.32,6460.64,12598.71
594,30-01-2012,6471,418,3210,1540,20513.07,2650.12,17398.2,10980.2
595,31-01-2012,3942,1039,530,703,12496.14,6587.26,2872.6,5012.39
596,01-02-2012,5065,3279,1159,1033,16056.05,20788.86,6281.78,7365.29
597,02-02-2012,1013,631,3264,1947,3211.21,4000.54,17690.88,13882.11
598,03-02-2012,1604,1983,5489,633,5084.68,12572.22,29750.38,4513.29
599,04-02-2012,5641,3932,1947,1787,17881.97,24928.88,10552.74,12741.31
600,05-02-2012,5329,3745,3944,1140,16892.93,23743.3,21376.48,8128.2
601,06-02-2012,2786,633,4220,388,8831.62,4013.22,22872.4,2766.44
602,07-02-2012,4781,3666,3837,1012,15155.77,23242.44,20796.54,7215.56
603,08-02-2012,3893,1936,3717,416,12340.81,12274.24,20146.14,2966.08
604,09-02-2012,1686,2278,2249,779,5344.62,14442.52,12189.58,5554.27
605,10-02-2012,4362,2120,5186,1334,13827.54,13440.8,28108.12,9511.42
606,11-02-2012,4885,1817,1706,1555,15485.45,11519.78,9246.52,11087.15
607,12-02-2012,345,3131,2651,972,1093.65,19850.54,14368.42,6930.36
608,13-02-2012,2820,3625,2549,1754,8939.4,22982.5,13815.58,12506.02
609,14-02-2012,6049,3477,5272,347,19175.33,22044.18,28574.24,2474.11
610,15-02-2012,6985,1214,5688,1457,22142.45,7696.76,30828.96,10388.41
611,16-02-2012,2272,1243,3982,960,7202.24,7880.62,21582.44,6844.8
612,17-02-2012,2917,255,1132,1168,9246.89,1616.7,6135.44,8327.84
613,18-02-2012,6943,3549,1332,1676,22009.31,22500.66,7219.44,11949.88
614,19-02-2012,4423,875,4463,865,14020.91,5547.5,24189.46,6167.45
615,20-02-2012,6282,2035,3455,899,19913.94,12901.9,18726.1,6409.87
616,21-02-2012,7583,1469,2906,1052,24038.11,9313.46,15750.52,7500.76
617,22-02-2012,3270,3705,3767,347,10365.9,23489.7,20417.14,2474.11
618,23-02-2012,3683,2282,2008,525,11675.11,14467.88,10883.36,3743.25
619,24-02-2012,6552,1457,4075,1534,20769.84,9237.38,22086.5,10937.42
620,25-02-2012,3332,1890,5676,707,10562.44,11982.6,30763.92,5040.91
621,26-02-2012,4038,3603,4442,894,12800.46,22843.02,24075.64,6374.22
622,27-02-2012,2024,3068,4981,574,6416.08,19451.12,26997.02,4092.62
623,01-03-2012,2977,776,3731,1669,9437.09,4919.84,20222.02,11899.97
624,02-03-2012,3533,1482,2222,1790,11199.61,9395.88,12043.24,12762.7
625,03-03-2012,5747,1032,2250,573,18217.99,6542.88,12195,4085.49
626,04-03-2012,2975,1274,464,1975,9430.75,8077.16,2514.88,14081.75
627,05-03-2012,395,3115,5727,265,1252.15,19749.1,31040.34,1889.45
628,06-03-2012,1594,2990,2279,547,5052.98,18956.6,12352.18,3900.11
629,07-03-2012,3579,1137,4177,1427,11345.43,7208.58,22639.34,10174.51
630,08-03-2012,3397,3225,5508,664,10768.49,20446.5,29853.36,4734.32
631,09-03-2012,5626,2880,3786,1768,17834.42,18259.2,20520.12,12605.84
632,10-03-2012,792,2742,5158,1505,2510.64,17384.28,27956.36,10730.65
633,11-03-2012,2141,464,265,870,6786.97,2941.76,1436.3,6203.1
634,12-03-2012,392,2659,5805,1491,1242.64,16858.06,31463.1,10630.83
635,13-03-2012,3363,729,4498,1166,10660.71,4621.86,24379.16,8313.58
636,14-03-2012,2636,3032,1502,1141,8356.12,19222.88,8140.84,8135.33
637,15-03-2012,2861,2512,429,320,9069.37,15926.08,2325.18,2281.6
638,16-03-2012,3939,748,1100,728,12486.63,4742.32,5962,5190.64
639,17-03-2012,3863,1259,5300,960,12245.71,7982.06,28726,6844.8
640,18-03-2012,3565,3746,4954,2000,11301.05,23749.64,26850.68,14260
641,19-03-2012,5964,305,1441,1729,18905.88,1933.7,7810.22,12327.77
642,20-03-2012,394,2889,784,1639,1248.98,18316.26,4249.28,11686.07
643,21-03-2012,1321,3008,2360,1418,4187.57,19070.72,12791.2,10110.34
644,22-03-2012,4471,612,5155,1260,14173.07,3880.08,27940.1,8983.8
645,23-03-2012,5930,3602,3659,1548,18798.1,22836.68,19831.78,11037.24
646,24-03-2012,1830,3371,652,1265,5801.1,21372.14,3533.84,9019.45
647,25-03-2012,6674,2420,872,766,21156.58,15342.8,4726.24,5461.58
648,26-03-2012,4214,3501,3964,1145,13358.38,22196.34,21484.88,8163.85
649,27-03-2012,431,1943,5869,1915,1366.27,12318.62,31809.98,13653.95
650,28-03-2012,2337,982,1970,964,7408.29,6225.88,10677.4,6873.32
651,29-03-2012,4712,3810,4462,877,14937.04,24155.4,24184.04,6253.01
652,30-03-2012,2055,3870,5968,251,6514.35,24535.8,32346.56,1789.63
653,31-03-2012,5314,1435,3269,1220,16845.38,9097.9,17717.98,8698.6
654,01-04-2012,1434,1002,5702,439,4545.78,6352.68,30904.84,3130.07
655,02-04-2012,6486,829,4413,1196,20560.62,5255.86,23918.46,8527.48
656,03-04-2012,4554,2235,5375,1660,14436.18,14169.9,29132.5,11835.8
657,04-04-2012,7170,796,3843,1109,22728.9,5046.64,20829.06,7907.17
658,05-04-2012,5183,2233,2631,376,16430.11,14157.22,14260.02,2680.88
659,06-04-2012,5010,917,4451,1713,15881.7,5813.78,24124.42,12213.69
660,07-04-2012,6583,2757,1199,1801,20868.11,17479.38,6498.58,12841.13
661,08-04-2012,6574,1103,4475,1465,20839.58,6993.02,24254.5,10445.45
662,09-04-2012,7514,1288,1313,288,23819.38,8165.92,7116.46,2053.44
663,10-04-2012,5208,2196,4442,1505,16509.36,13922.64,24075.64,10730.65
664,11-04-2012,981,3014,575,1358,3109.77,19108.76,3116.5,9682.54
